"clientid","income","age","loan","LTI","default"
67,37521.0171728395,60.5410774336196,8.01207624713557,0.000213535688817501,0
68,30735.8084991574,22.2420977437869,5946.82229677996,0.193481889273971,1
69,24857.6948815025,21.598676353693,2692.1634585589,0.108303021313623,0
70,33180.2015937865,49.5659772772342,4621.99774242203,0.139299869211391,0
71,66628.2600886188,52.3838734384626,5992.88509243925,0.0899450936354697,0
72,38564.9321298115,21.2164916703478,5604.16999048292,0.145317771378905,1
73,33704.5084964484,33.1831062319688,5898.0008931423,0.174991452367976,1
74,57018.4848317876,44.825715307612,3507.25216607221,0.0615107920952141,0
75,40526.9027850591,28.6063759573735,2119.98491147902,0.0523105583153665,0
76,50827.9805234633,51.0129371876828,1765.98333716344,0.0347443144302815,0
77,40775.8115953766,60.2887568264268,1922.61002232725,0.0471507481299341,0
78,55467.1514127403,56.8513309573755,9226.90204089804,0.166348943579942,0
79,38789.0293891542,61.2292854287662,7650.65520988095,0.19723760378547,0
80,58074.8401279561,50.0749242743477,7388.02443997422,0.12721557947807,0
81,57814.1063381918,43.8309230962768,7252.12000397085,0.125438590394333,0
82,45190.7291822135,53.8395200036466,7893.55988850644,0.174672107119113,0
83,36801.9071803428,43.0279434239492,5406.34492649729,0.146903933538124,0
84,68811.7794157006,24.0382653451525,4211.30261071966,0.0612003155052662,0
85,30483.2955286838,33.6564412359148,4514.00978011285,0.148081423016265,1
86,44930.3941731341,19.7773858457804,7708.31562497011,0.171561273094267,1
87,43671.4565544389,25.5850369762629,8066.69786524019,0.184713277313858,1
88,27612.9148015752,19.2124481862411,1513.62419967009,0.0548158066812903,0
89,53607.3269252665,27.561712404713,2378.76617303633,0.0443739001639187,0
90,33036.6831202991,25.0633674175479,958.979822122802,0.0290277271065861,0
91,64275.8348886855,61.440913001541,7520.03205308784,0.11699625630863,0
92,30673.8375034183,59.3338370760903,383.107569352407,0.0124897176399827,0
93,58793.6143088154,56.4944104054011,4391.98105365147,0.0747016679495573,0
94,21053.4906177782,63.3794076466002,754.601882142809,0.0358421268872917,0
95,42095.4222022556,55.3661880465224,1183.70456825763,0.0281195556744933,0
96,50360.6787929311,28.8395424685441,4217.16682307477,0.0837392768356949,0
97,41970.7244774327,63.169913943857,1622.31739232604,0.0386535475030541,0
98,51663.410179317,63.7357102409005,4147.8885848744,0.0802867749240249,0
99,53601.8124362454,20.2406212720089,9601.3754821711,0.179124082671478,1
100,43439.98872675,24.1794703230262,6879.30600704276,0.158363439049572,1
101,51461.0531670041,36.6515586250462,7292.26417686258,0.141704526590183,0
102,41285.1723073982,47.9763081613928,2313.8250047974,0.0560449399985373,0
103,62895.7497701049,49.9226037161425,2001.28151391029,0.0318190262652934,0
104,57296.1608227342,25.7084823274054,10601.0827828556,0.185022567491978,1
105,60844.0924948081,45.6552049978636,12072.2557579712,0.198412947962061,0
106,47634.5495483838,44.2948713297956,141.703817946414,0.00297481175512075,0
107,23998.3236929402,29.9100334881805,3928.30390851827,0.163690762687474,1
108,63391.6159672663,34.7392676644959,190.889274816911,0.00301127005368471,0
109,21534.5512190834,44.3150380225852,228.33538696889,0.0106032108422369,0
110,28255.6525128894,35.5140173663385,2109.2427976728,0.0746485255192965,0
111,36496.1339323781,19.5157164894044,165.506090118747,0.00453489376232028,0
112,41631.6662961617,53.0476547656581,106.09074717935,0.00254831854254007,0
113,68762.4166649766,20.9912433563732,2796.75230312401,0.0406726877670735,0
114,30075.2649246715,29.2350565218367,2628.57792284269,0.0873999923001975,0
115,41302.6741752401,38.6606185785495,1379.91312425834,0.0334097767714411,0
116,39703.759427648,47.4687409927137,2403.47821569045,0.0605352805461735,0
117,63161.0920350067,59.6751149813645,804.092441476811,0.0127308191731572,0
118,63062.1420964599,26.585778484121,56.16616438732,0.000890647899359465,0
119,34507.5279055163,38.5877833911218,1793.75025542512,0.0519814186729491,0
120,27954.7077650204,29.9045216715895,1627.0414050731,0.0582027692347765,0
121,37369.3820601329,35.3419488416985,3783.60115099075,0.101248694583774,0
122,43912.0627404191,23.8219211781397,7757.13678869926,0.176651614718139,1
123,22766.7745016515,29.325901472941,1429.4017623047,0.0627845530863851,0
124,21603.3057007007,21.3750333180651,178.333870986952,0.0082549343816936,0
125,61952.9066886753,18.4774250187911,3635.6005890215,0.0586832932196557,0
126,36116.3650918752,22.5358841912821,1494.98456832429,0.0413935501128435,0
127,26157.7772721648,22.8269377253018,2295.81165641849,0.0877678417600691,0
128,26458.3832048811,59.5229867356829,552.398166405428,0.0208780015818775,0
129,69156.3037736341,53.410862499848,7364.73557764511,0.106494060205296,0
130,39441.4447643794,46.7538959244266,1034.75883833309,0.0262353178113699,0
131,60119.0658099949,45.0769692314789,1810.96045966416,0.0301228975411505,0
132,55613.4854606353,24.3771287729032,4255.25213720085,0.0765147536061704,0
133,37049.3862358853,29.4230185477063,6056.81721377313,0.163479556050152,1
134,23122.0649252646,53.3095358414575,4263.49303076889,0.184390669455752,0
135,48790.1324336417,32.4756210590713,5519.09603957038,0.11311910348013,0
136,59132.6851560734,48.3449929575436,4575.52763542752,0.0773773019667715,0
137,55305.5748273619,53.5822798651643,8176.70716548325,0.147845984622836,0
138,26037.4636435881,24.7831077934243,3293.25087871026,0.126481247320771,1
139,64899.8050298542,38.1160166831687,4654.24921708355,0.0717143790330738,0
140,27089.1243172809,21.2076896023937,5029.48878154619,0.185664502205327,1
141,45341.4746373892,22.5695683574304,6525.21842259918,0.143912796722725,1
142,24865.7980747521,37.3097529392689,4439.11615420807,0.178522971225902,0
143,28239.5432051271,26.1922096619383,4189.83256804479,0.148367575835437,1
144,52730.0805016421,50.2377849854529,5706.32532253577,0.108217648603022,0
145,28982.0581488311,39.048409874551,2898.76182387623,0.100019184593111,0
146,36221.2660070509,26.1015004198998,5094.6700842702,0.140654114168137,1
147,33551.1243715882,58.8569274861366,4333.36086243061,0.129156949091703,0
148,43891.3559704088,49.1538267019205,5792.90633326811,0.131982851866633,0
149,45148.8857204095,60.5250064535066,6455.39177178009,0.142980090621859,0
150,58481.0121613555,40.8329182346351,5380.56059607515,0.0920052577275783,0
151,69579.9292111769,57.7562431646511,10868.2414720072,0.156197938043624,0
152,52743.3085651137,44.0485165128484,2684.70067065167,0.0509012563619763,0
153,65635.6615293771,51.1677144751884,12701.603475,0.193516804417595,0
154,34559.9070354365,29.1121819927357,3317.52987409072,0.0959935994818807,0
155,60218.5315266252,32.4718877156265,3157.96108170631,0.0524416820146143,0
156,51689.5485389978,46.1541915214621,9881.97600620667,0.191179383173585,0
157,47541.614335496,55.2345850714482,1611.21659719418,0.0338906581047922,0
158,62905.7930246927,27.9096519639716,11423.9362953488,0.181603883299977,1
159,65632.6045794412,47.1057667518035,12498.0404543763,0.19042426450178,0
160,31847.8537187912,41.4163357610814,2913.76993133027,0.0914903075434268,0
161,27947.4402824417,58.3484551762231,5514.11742142548,0.197303129220381,0
162,62246.7272495851,31.0818845070899,406.720769305791,0.00653401049785316,0
163,40154.6885655262,60.5296831950545,6013.15287400369,0.149749707663432,0
164,58627.5548837148,33.1156532461755,1215.65255980478,0.020735174138099,0
165,33441.0510654561,27.873486188706,5282.72856030838,0.157971367286518,1
166,55603.7867954001,43.8394727888517,1411.13008049743,0.0253783089574426,0
167,31046.3789664209,29.297398745548,4907.67408446776,0.158075571060181,1
168,44708.0998728052,21.1087735658512,2390.8505965863,0.0534769002348185,0
169,23340.2706962079,42.8286152952351,2707.76093896299,0.116012405091897,0
170,24830.1819711924,28.9702452290803,2046.68505034479,0.0824273077305406,0
171,31422.7473852225,53.8980802060105,1686.83590183974,0.053681999258697,0
172,60477.2338457406,60.4021064555272,10711.700895547,0.177119557466358,0
173,26039.0214901417,49.3904022299685,2056.75238228244,0.0789873145986348,0
174,36186.8480732664,50.5067522143945,1130.73526530684,0.0312471332959831,0
175,39772.1187258139,43.725447806064,5492.89368937988,0.138109154487029,0
176,34730.1640710793,63.3762330119498,818.508441887692,0.0235676526091993,0
177,23118.4833147563,57.5810503219254,1746.93655902557,0.0755644968245179,0
178,50072.8476257063,33.0152727491222,8088.56801856809,0.161536010075361,1
179,67465.0623858906,23.6110538481735,1802.61699404161,0.0267192666884512,0
180,38625.6320099346,19.6300378022715,5836.56338145928,0.151105964556336,1
181,45227.482826449,26.7231624447741,5521.5074051112,0.122083013691008,1
182,64901.8977349624,44.9388158493675,9589.83352507197,0.147758907824755,0
183,40543.9135432243,51.4608756178059,6507.85019148929,0.160513616539538,0
184,27793.2667220011,60.5169084747322,382.248904110415,0.0137532916851342,0
185,61167.774819769,20.5836314358748,10396.6181477631,0.169968879502267,1
186,64619.6646196768,26.042092686519,9704.7824094498,0.150183113245293,1
187,37593.7578664161,54.0104153105058,7274.32562822359,0.193498230585828,0
188,35032.6495990157,56.7246256219223,135.931684494729,0.00388014283962548,0
189,58364.4649758935,55.5965494788252,5809.8990004485,0.0995451427996159,0
190,56945.8104134537,45.5540205067955,6388.36982623351,0.112183315679431,0
191,27204.8485511914,29.0720967198722,3827.8939146126,0.140706312237307,1
192,21648.261025548,52.5870399242267,3558.52726155765,0.164379358571023,0
193,31077.8568894602,44.2215166972019,4452.33067919194,0.143263761559501,0
194,42522.9224073701,53.868651077617,6790.85026335851,0.15969857852906,0
195,31769.247718621,44.774380587507,1148.22143592675,0.0361425440758467,0
196,35556.779911276,23.7774331844412,6361.97343810153,0.17892434168607,1
197,52908.8242375292,53.6956359203905,9841.08055270961,0.186000741738826,0
198,35045.1314053498,28.6532836551778,2382.46677216556,0.0679828174877912,0
199,44488.1644845009,33.4312054850161,2751.08884293104,0.0618386682122946,0
200,41679.9371177331,53.6699082404375,395.000775087053,0.00947700026445091,0
201,54619.9471969157,52.4244221742265,10780.2718821749,0.197368771582842,0
202,38053.6231258884,26.2068803249858,6110.57279243647,0.160577950021252,1
203,64718.6617762782,37.2764920084737,1485.07993541129,0.0229467033874243,0
204,43159.0849696659,62.442096691113,4350.01989674202,0.100790364295244,0
205,29445.5105019733,28.4456774769351,1758.88186466259,0.059733447805047,0
206,25817.3898840323,37.9454801897518,4115.4847193336,0.159407466743141,0
207,66356.8567414768,61.5248488285579,10725.4847277828,0.161633405415341,0
208,56676.1579993181,46.6789695257321,2278.55434854177,0.0402030488476157,0
209,61000.0427742489,48.6236102138646,2160.78490802133,0.0354226785711944,0
210,58906.2516856939,42.0493419757113,9290.57534492387,0.157717985427007,0
211,49589.1537214629,42.7752558849752,2627.4054884209,0.052983471006155,0
212,40141.6035415605,56.1514183846302,845.366371274125,0.021059606410563,0
213,31659.7282118164,31.9281536792405,858.511387999185,0.027116827480495,0
214,62658.2216285169,25.4631600710563,3343.36716094004,0.053358794329688,0
215,39264.4834984094,37.0277528418228,5255.78828313976,0.133856040239334,0
216,46643.1264812127,53.4050833671354,6440.86143422577,0.138088115444407,0
217,30515.3721175157,20.1618777224794,415.240434973958,0.0136075822170824,0
218,65077.322027646,50.979134705849,11061.8118946308,0.169979518977925,0
219,60871.8690043315,61.260144198779,4844.1722236387,0.0795798174571246,0
220,25011.1038959585,36.2151896632276,3834.0427822767,0.153293625032529,0
221,68407.1855084039,60.9375815815292,597.944065527953,0.00874095405451953,0
222,43727.4393439293,55.1925993468612,1170.55633399312,0.0267693775705993,0
223,45788.7471001595,41.2619462260045,5894.04131672805,0.128722485108301,0
224,65705.0108234398,50.9284318452701,1969.79413419289,0.0299793594051152,0
225,32434.7025062889,41.3531710146926,2738.44049607766,0.0844293390866369,0
226,58121.6685753316,27.3018002295867,7531.10124850389,0.129574759863317,1
227,62498.5072459094,31.9096907987259,3312.87762153804,0.0530073079746217,0
228,26090.7258768566,48.0785200721584,4255.62639181993,0.163108777115121,0
229,64780.93853686,20.2281011762097,8402.41558575699,0.129705061018467,1
230,65588.4034163319,22.9182122629136,7879.73813601242,0.120139197260141,1
231,65743.7036675401,52.3005040958524,7724.57141377445,0.11749522741884,0
232,37164.5215828903,47.2954547600821,1445.80218914379,0.0389027526136488,0
233,65176.5297795646,48.9632109752856,2365.28749039987,0.0362904790788889,0
234,34615.5421738513,25.5143896490335,6476.76085206138,0.187105572968721,1
235,59079.4650535099,58.6383316046558,10326.0897733222,0.174783061491325,0
236,56267.1716371551,22.4861360387877,7329.24316382259,0.130257891956717,1
237,34862.8212860785,54.9648733115755,6040.77206183173,0.173272610735148,0
238,60521.3641002774,45.4249930051155,8035.88317278016,0.132777628069744,0
239,42276.7829080112,57.9306961889379,8055.30508412392,0.19053732403554,0
240,38451.1777129956,63.4214554904029,3441.26141621257,0.0894969054497778,0
241,45985.1086535491,53.5338888033293,7382.05642613752,0.160531455557793,0
242,51000.4224418662,27.8029975118116,778.732695554933,0.0152691420633346,0
243,31523.1077652425,40.4461679388769,5174.57056869183,0.164151663193479,0
244,28648.6767511815,18.3969698278233,1870.92525285407,0.0653058174066246,0
245,27514.4279631786,21.8976978017017,3400.91074388565,0.12360463202931,1
246,27441.0003842786,37.399069886189,1455.04760203812,0.0530245829839259,0
247,67709.2415909283,50.4129322776571,5136.81930751016,0.0758658520877361,0
248,38600.7071868517,44.7227962231264,2749.08019063432,0.0712183892726898,0
249,30950.295405928,26.3101943270303,5043.14863656084,0.162943473411724,1
250,27083.8228682987,60.6666585183702,3286.21288155866,0.121334897866473,0
251,21512.7452672459,24.7795283021405,2453.37612149868,0.114042912283912,0
252,34796.0035596043,58.4878998775966,443.666538113212,0.0127505027223378,0
253,27089.3928408623,51.2941970382817,1851.31156299008,0.068340828968212,0
254,25259.4016306102,39.7397662643343,4341.00808194247,0.171857122564688,0
255,47007.3135849088,45.0197964296676,4069.40264613646,0.0865695640910417,0
256,20358.665024396,53.6151803117245,1064.68691788658,0.0522964996285737,0
257,67900.2265259624,43.5143038420938,7902.74296522359,0.116387578798458,0
258,54418.4709945694,55.2220663037151,5630.74122098426,0.10347113981843,0
259,51288.5546940379,29.9207484745421,6536.96636294544,0.127454680716619,1
260,28199.6016320772,36.6687041711994,3871.68890193407,0.137295872205868,0
261,22199.6151423082,60.104818883352,1498.39091851883,0.0674962565302849,0
262,50514.4696263596,57.3796501425095,2003.65357036953,0.0396649432368577,0
263,34414.2403383739,54.5301724006422,617.538752197269,0.0179442796390504,0
264,37633.0874324776,29.421412573196,868.162473274414,0.023069126997143,0
265,55235.5040726252,47.0052601420321,4910.54765823574,0.08890201584436,0
266,45587.5518429093,62.0221380731091,8366.61426770219,0.183528483752161,0
267,52757.7949385159,53.082214448601,2321.20631423091,0.043997409613803,0
268,41174.8081259429,52.3393763732165,2888.44470996322,0.0701507752295583,0
269,25685.5352013372,39.0091894618236,490.742921135624,0.0191058086697012,0
270,28145.3029997647,55.547629611101,4805.97154908401,0.170755722513422,0
271,52094.2183723673,40.8445077631623,495.021199154345,0.00950242108665407,0
272,33552.3859760724,25.1596109354869,6054.24412635839,0.180441537918523,1
273,37400.9337672032,50.108486676123,1693.13737803293,0.045269922632724,0
274,21605.7250904851,23.2381696002558,2828.30861825601,0.130905517237261,1
275,57562.891736161,56.6005673469044,8508.83539912434,0.147818067204207,0
276,62288.5396052152,25.6021726368926,10657.1061233567,0.171092566801235,1
277,22767.2642027028,45.1232806812041,1205.78601273801,0.0529613923747093,0
278,20943.0433274247,19.8196311858483,4098.11578954984,0.195679096179083,1
279,20622.860097792,30.4140330967493,3518.4526294613,0.170609343843535,1
280,48436.6646315902,49.0278497678228,5851.4097886154,0.120805382309481,0
281,27574.6341841295,57.6437090644613,1017.39615953411,0.036896089091897,0
282,62889.362142887,33.2456503002904,6525.15179253791,0.103756049834192,0
283,37683.2004915923,55.5872108615004,7414.55285322603,0.196760167833418,0
284,54974.4554958306,61.9842032282613,8922.19971681344,0.162297191238031,0
285,56326.0866724886,40.4054552190937,4816.77607411979,0.0855159013997763,0
286,65670.8834390156,50.0046984688379,3950.87017214972,0.0601616723462939,0
287,50730.7333918288,41.9700667927973,1879.05966237435,0.0370398678816855,0
288,64184.9157912657,46.4470364344306,1854.23961318048,0.0288890246301889,0
289,66179.3241091073,48.1207991493866,3646.93785979368,0.0551069070119411,0
290,24969.5268040523,45.1209932160564,3595.50194172919,0.143995597911999,0
291,54925.518266391,40.8056031088345,554.488344810338,0.010095277428627,0
292,67879.2480193079,43.5972086614929,10433.4743453989,0.15370639259927,0
293,67787.526762113,53.3623404414393,9607.49884661811,0.141729596955702,0
294,31657.6193016954,37.7786642946303,1448.07198358459,0.0457416576333344,0
295,36559.1350290924,19.7161760875024,3030.26724082269,0.0828867323696613,0
296,57787.5656588003,22.6446692147292,6339.85084448677,0.109709602268413,0
297,42521.7260071076,47.7042887476273,2661.61251596017,0.0625941786915064,0
298,51935.1806305349,21.4955053329468,5649.45246848976,0.108778912480921,0
299,45677.8761278838,51.6930556222796,2966.246125205,0.0649383547715843,0
300,51363.5958125815,21.0219965986907,761.422404184785,0.014824164705351,0
301,27218.5610304587,55.1710199560039,4145.00358705858,0.152285919245332,0
302,43677.6292207651,32.5530303521082,6739.85859849279,0.154309167386964,1
303,21533.5955074988,57.9016834627837,1971.554219965,0.0915571307763457,0
304,28010.1909348741,55.3668996649794,3971.15547880774,0.141775380540639,0
305,51589.2827464268,50.3134648902342,56.9909740698165,0.0011047056876123,0
306,50480.9526889585,27.080390626099,8831.18436544789,0.17494092117995,1
307,43957.35058235,21.1448488398455,5416.3577980789,0.123218477144837,1
308,61878.3465516753,33.006359541323,567.668773423941,0.00917394864372909,0
309,60153.3369673416,20.3008601283655,6472.34700724504,0.107597472285852,0
310,33388.5833434761,62.0016749538481,4551.87688860767,0.136330339079723,0
311,41310.4017777368,53.576940739993,4481.16221252845,0.108475396502763,0
312,25576.9539321773,51.932268046774,1922.65662586955,0.0751714465674013,0
313,51455.0984534435,37.2856837031431,9447.11715742441,0.183599243639037,0
314,48134.1569265351,47.9696752321906,2075.59611242181,0.0431210650596768,0
315,51348.5273043625,52.4367397828028,1507.89134084423,0.029365814756602,0
316,20532.8237311915,54.6232338510454,1897.78082087204,0.0924266844987869,0
317,33297.2140214406,46.5799600426108,3674.74134014347,0.110361826000735,0
318,55858.5492358543,25.8665337795392,5630.44497235335,0.100798267219216,0
319,43777.5184796192,20.0109276962467,3601.29968528693,0.0822636780329049,0
320,27789.5190566778,58.5191334835254,186.828073932876,0.00672296895645559,0
321,36132.4238753878,34.2942604152486,99.4495914003405,0.00275236424058676,0
322,20145.9885970689,21.2827837229706,839.839063208455,0.0416876570321619,0
323,63108.7073870003,43.1939415303059,5757.84899502697,0.0912369977682829,0
324,26581.6145273857,61.9533737506717,5090.39277440685,0.191500511346385,0
325,62040.8896286972,62.0498009701259,7643.63104610717,0.123203118005767,0
326,69958.7055412121,30.5360198994167,8755.6919767255,0.125155145581812,1
327,38082.5195158832,45.5199772380292,4213.46525948758,0.110640401765704,0
328,45183.0541761592,33.8955782176927,5953.45352370895,0.131762972474098,1
329,36242.4479611218,39.415470788721,5688.9948491191,0.156970490934327,0
330,44527.2589032538,42.09009227762,4588.47228587939,0.103048613341525,0
331,40496.2558229454,20.1054587159306,4834.60379766491,0.119383970182389,0
332,24698.6693050712,48.9125574673526,2427.65078779499,0.0982907523401082,0
333,60560.3055260144,49.7505856687203,1994.62113390847,0.0329361141193658,0
334,48018.211456947,50.2041390226223,6120.09002107398,0.127453518891707,0
335,30216.2519586273,26.5637165340595,2116.53731014055,0.0700463218614459,0
336,61742.2399506904,44.8726078076288,8068.31970351241,0.130677469912916,0
337,47288.4266683832,62.4284668569453,4004.98885248737,0.0846927913371474,0
338,24658.8993165642,59.4365005721338,590.598081194187,0.0239507073536515,0
339,64644.3481021561,58.8406567499042,9848.17144893989,0.152343889884651,0
340,57517.7241396159,52.4860697872937,4536.85720940257,0.0788775508292019,0
341,52945.5477884039,54.6319151935168,6262.00794529651,0.118272606609389,0
342,36366.9904111885,47.1914100861177,371.040895011703,0.0102026835549623,0
343,62113.7295663357,27.8844150044024,11928.5098562393,0.192043046513572,1
344,62279.5195016079,26.6664690533653,6801.40589250328,0.109207745129243,0
345,61799.0849586204,56.9579610438086,5619.21760364769,0.0909271975047886,0
346,50139.7400093265,30.2678123456426,7758.79982277807,0.154743519239128,1
347,69566.6843489744,52.967087706551,9875.03718259757,0.141950666112825,0
348,44897.4883696064,51.3580610542558,5732.39903226614,0.127677499130368,0
349,22572.3027647473,51.01624041982,724.193188479234,0.0320832657627761,0
350,37123.0796375312,19.9466844960116,5659.50927787414,0.15245258025825,1
351,68744.788649492,60.7300558583811,5207.88311679924,0.0757567696273327,0
352,21081.1941814609,52.3828332629055,2395.16534960836,0.113616208313033,0
353,58828.2921165228,32.4029204347171,5947.64546828592,0.101101787155494,0
354,46706.4588610083,18.8303362894803,7084.26350907056,0.151676313765347,1
355,32312.8533829004,28.155320470687,228.330803623653,0.00706625320017338,0
356,60778.7650241517,43.0130229773931,10021.0492234587,0.164877473562956,0
357,30948.0415470898,42.7513535995968,3995.80729495872,0.129113413812593,0
358,60122.0115716569,62.9096049447544,7189.35073509534,0.119579344522208,0
359,43321.6811204329,32.2862543463707,743.86714101317,0.0171707819681615,0
360,47904.3412418105,40.0392702394165,6183.51414637002,0.12908045463264,0
361,58597.3832453601,53.2880337354727,2588.49026590007,0.0441741614136845,0
362,66091.9059114531,24.2041407017969,8743.50970122379,0.132293199608102,1
363,47316.7013772763,27.0641977209598,1940.67404392486,0.0410145675297827,0
364,40872.6397715509,54.948061559815,5312.49170624282,0.129976721247658,0
365,35154.4934837148,52.8992132418789,4037.71960374787,0.114856429537758,0
366,32222.8188090958,61.8106158780865,934.477133128546,0.0290004775393754,0
367,40447.6729617454,22.492923848331,1072.19265874347,0.0265081420075148,0
368,48463.2045542821,50.5264297504909,8120.25808991233,0.167555120727047,0
369,42843.0991293862,28.6317861331627,839.869024015325,0.0196033676620573,0
370,50310.4224381968,53.0386968641542,8361.7191002815,0.166202522162348,0
371,57565.1999609545,37.737854486797,5353.56165390711,0.0929999662563205,0
372,55066.1829696037,55.7392006991431,9332.70266633384,0.169481561332941,0
373,46065.9482097253,52.8386391988024,4947.3087275959,0.107396220415831,0
374,38309.5856569707,55.429134497419,3545.72397128405,0.0925544850062579,0
375,54472.1447560005,59.245984996669,10836.3830881501,0.198934393655509,0
376,58695.0943968259,29.7744096326642,1826.51630229436,0.0311187216080725,0
377,54748.9123116247,31.5968586425297,5438.09369329612,0.0993278854992241,0
378,46328.171917703,56.8408306357451,7879.67620843062,0.170083901053295,0
379,49633.327468764,38.9890088886023,7915.31344330937,0.15947577659972,0
380,66339.7838757373,35.5919052129611,2350.89150808837,0.0354371294379234,0
381,62650.7196621969,33.4840662707575,6425.36536372003,0.102558524440974,0
382,27646.7800536193,56.3116687820293,3132.14869181144,0.113291626935825,0
383,21437.6157545485,45.7314004921354,2563.96087298893,0.11960102757439,0
384,50648.1984443963,56.5173067129217,7110.75583331419,0.140395039739087,0
385,29670.6718439236,53.5501996600069,2928.98408763734,0.0987164733931422,0
386,20258.538662456,29.1155316215008,2767.8372998142,0.136625713529065,1
